,level_0,index,Flag,Shortcut,Country,Gold,Silver,Bronze,Total,Place,Year
821,821,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ma,MAR,Morocco,1.0,1.0,1.0,3.0,barcelona,1992
822,822,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,1.0,1.0,0.0,2.0,barcelona,1992
823,823,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/et,ETH,Ethiopia,1.0,0.0,2.0,3.0,barcelona,1992
824,824,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dz,ALG,Algeria,1.0,0.0,1.0,2.0,barcelona,1992
825,825,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,1.0,0.0,1.0,2.0,barcelona,1992
826,826,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lt,LTU,Lithuania,1.0,0.0,1.0,2.0,barcelona,1992
827,827,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,0.0,0.0,1.0,barcelona,1992
828,828,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,0.0,3.0,1.0,4.0,barcelona,1992
829,829,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ng,NGR,Nigeria,0.0,3.0,1.0,4.0,barcelona,1992
830,830,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,0.0,2.0,1.0,3.0,barcelona,1992
831,831,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,0.0,2.0,0.0,2.0,barcelona,1992
832,832,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/na,NAM,Namibia,0.0,2.0,0.0,2.0,barcelona,1992
833,833,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,0.0,2.0,0.0,2.0,barcelona,1992
834,834,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ioa,IOA,Independent Olympic Athletes,0.0,1.0,2.0,3.0,barcelona,1992
835,835,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,1.0,2.0,3.0,barcelona,1992
836,836,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,0.0,1.0,2.0,3.0,barcelona,1992
837,837,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,0.0,1.0,2.0,3.0,barcelona,1992
838,838,47,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/il,ISR,Israel,0.0,1.0,1.0,2.0,barcelona,1992
839,839,48,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pe,PER,Peru,0.0,1.0,0.0,1.0,barcelona,1992
840,840,49,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tw,TPE,Chinese Taipei,0.0,1.0,0.0,1.0,barcelona,1992
841,841,50,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,0.0,1.0,0.0,1.0,barcelona,1992
842,842,51,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mn,MGL,Mongolia,0.0,0.0,2.0,2.0,barcelona,1992
843,843,52,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/si,SLO,Slovenia,0.0,0.0,2.0,2.0,barcelona,1992
844,844,53,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,0.0,0.0,1.0,1.0,barcelona,1992
845,845,54,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,0.0,0.0,1.0,1.0,barcelona,1992
846,846,55,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ph,PHI,Philippines,0.0,0.0,1.0,1.0,barcelona,1992
847,847,56,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bs,BAH,Bahamas,0.0,0.0,1.0,1.0,barcelona,1992
848,848,57,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sr,SUR,Suriname,0.0,0.0,1.0,1.0,barcelona,1992
849,849,58,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/my,MAS,Malaysia,0.0,0.0,1.0,1.0,barcelona,1992
850,850,59,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pk,PAK,Pakistan,0.0,0.0,1.0,1.0,barcelona,1992
851,851,60,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/co,COL,Colombia,0.0,0.0,1.0,1.0,barcelona,1992
852,852,61,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/qa,QAT,Qatar,0.0,0.0,1.0,1.0,barcelona,1992
853,853,62,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pr,PUR,Puerto Rico,0.0,0.0,1.0,1.0,barcelona,1992
854,854,63,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gh,GHA,Ghana,0.0,0.0,1.0,1.0,barcelona,1992
855,855,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,10.0,10.0,6.0,26.0,albertville,1992
856,856,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/eun,EUN,Unified Team,9.0,6.0,8.0,23.0,albertville,1992
857,857,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,9.0,6.0,5.0,20.0,albertville,1992
858,858,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,6.0,7.0,8.0,21.0,albertville,1992
859,859,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,5.0,4.0,2.0,11.0,albertville,1992
860,860,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,4.0,6.0,4.0,14.0,albertville,1992
861,861,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,3.0,5.0,1.0,9.0,albertville,1992
862,862,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,3.0,1.0,3.0,7.0,albertville,1992
863,863,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,2.0,3.0,2.0,7.0,albertville,1992
864,864,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,2.0,1.0,1.0,4.0,albertville,1992
865,865,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,1.0,2.0,4.0,7.0,albertville,1992
866,866,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,1.0,1.0,2.0,4.0,albertville,1992
867,867,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,1.0,0.0,3.0,4.0,albertville,1992
868,868,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,0.0,2.0,3.0,albertville,1992
869,869,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,0.0,3.0,0.0,3.0,albertville,1992
870,870,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lu,LUX,Luxembourg,0.0,2.0,0.0,2.0,albertville,1992
871,871,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,0.0,1.0,0.0,1.0,albertville,1992
872,872,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,0.0,0.0,3.0,3.0,albertville,1992
873,873,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,0.0,0.0,1.0,1.0,albertville,1992
874,874,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,0.0,0.0,1.0,1.0,albertville,1992
875,875,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,55.0,31.0,46.0,132.0,seoul,1988
876,876,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),37.0,35.0,30.0,102.0,seoul,1988
877,877,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,36.0,31.0,27.0,94.0,seoul,1988
878,878,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,12.0,10.0,11.0,33.0,seoul,1988
879,879,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,11.0,14.0,15.0,40.0,seoul,1988
880,880,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,11.0,6.0,6.0,23.0,seoul,1988
881,881,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,10.0,12.0,13.0,35.0,seoul,1988
882,882,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,7.0,11.0,6.0,24.0,seoul,1988
883,883,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,6.0,4.0,6.0,16.0,seoul,1988
884,884,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,6.0,4.0,4.0,14.0,seoul,1988
885,885,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,5.0,11.0,12.0,28.0,seoul,1988
886,886,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,5.0,10.0,9.0,24.0,seoul,1988
887,887,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ke,KEN,Kenya,5.0,2.0,2.0,9.0,seoul,1988
888,888,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,4.0,3.0,7.0,14.0,seoul,1988
889,889,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,3.0,6.0,5.0,14.0,seoul,1988
890,890,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,3.0,4.0,5.0,12.0,seoul,1988
891,891,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,3.0,3.0,2.0,8.0,seoul,1988
892,892,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,3.0,2.0,8.0,13.0,seoul,1988
893,893,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,3.0,2.0,5.0,10.0,seoul,1988
894,894,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,2.0,5.0,9.0,16.0,seoul,1988
895,895,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,2.0,3.0,0.0,5.0,seoul,1988
896,896,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,2.0,2.0,5.0,9.0,seoul,1988
897,897,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,2.0,1.0,1.0,4.0,seoul,1988
898,898,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,1.0,2.0,3.0,6.0,seoul,1988
899,899,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,1.0,1.0,2.0,4.0,seoul,1988
900,900,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,1.0,1.0,2.0,4.0,seoul,1988
901,901,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,1.0,1.0,0.0,2.0,seoul,1988
902,902,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ma,MAR,Morocco,1.0,0.0,2.0,3.0,seoul,1988
903,903,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,1.0,0.0,0.0,1.0,seoul,1988
904,904,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sr,SUR,Suriname,1.0,0.0,0.0,1.0,seoul,1988
905,905,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,1.0,0.0,0.0,1.0,seoul,1988
906,906,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,0.0,4.0,7.0,11.0,seoul,1988
907,907,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,0.0,2.0,2.0,4.0,seoul,1988
908,908,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,0.0,2.0,0.0,2.0,seoul,1988
909,909,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,0.0,1.0,1.0,2.0,seoul,1988
910,910,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/an,AHO,Netherlands Antilles,0.0,1.0,0.0,1.0,seoul,1988
911,911,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cl,CHI,Chile,0.0,1.0,0.0,1.0,seoul,1988
912,912,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/vi,ISV,"Virgin Islands, US",0.0,1.0,0.0,1.0,seoul,1988
913,913,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cr,CRC,Costa Rica,0.0,1.0,0.0,1.0,seoul,1988
914,914,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pe,PER,Peru,0.0,1.0,0.0,1.0,seoul,1988
915,915,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,0.0,1.0,0.0,1.0,seoul,1988
916,916,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/id,INA,Indonesia,0.0,1.0,0.0,1.0,seoul,1988
917,917,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sn,SEN,Senegal,0.0,1.0,0.0,1.0,seoul,1988
918,918,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,0.0,2.0,2.0,seoul,1988
919,919,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,0.0,0.0,2.0,2.0,seoul,1988
920,920,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,0.0,0.0,1.0,1.0,seoul,1988
921,921,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dj,DJI,Djibouti,0.0,0.0,1.0,1.0,seoul,1988
922,922,47,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/co,COL,Colombia,0.0,0.0,1.0,1.0,seoul,1988
923,923,48,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ph,PHI,Philippines,0.0,0.0,1.0,1.0,seoul,1988
924,924,49,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pk,PAK,Pakistan,0.0,0.0,1.0,1.0,seoul,1988
925,925,50,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,0.0,0.0,1.0,1.0,seoul,1988
926,926,51,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mn,MGL,Mongolia,0.0,0.0,1.0,1.0,seoul,1988
927,927,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,11.0,9.0,9.0,29.0,calgary,1988
928,928,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),9.0,10.0,6.0,25.0,calgary,1988
929,929,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,5.0,5.0,5.0,15.0,calgary,1988
930,930,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,4.0,1.0,2.0,7.0,calgary,1988
931,931,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,0.0,2.0,6.0,calgary,1988
932,932,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,3.0,5.0,2.0,10.0,calgary,1988
933,933,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,3.0,2.0,2.0,7.0,calgary,1988
934,934,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,2.0,4.0,2.0,8.0,calgary,1988
935,935,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,2.0,1.0,3.0,6.0,calgary,1988
936,936,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,2.0,1.0,2.0,5.0,calgary,1988
937,937,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,1.0,0.0,1.0,2.0,calgary,1988
938,938,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,0.0,3.0,2.0,5.0,calgary,1988
939,939,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,0.0,2.0,3.0,5.0,calgary,1988
940,940,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,0.0,2.0,1.0,3.0,calgary,1988
941,941,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,0.0,1.0,2.0,3.0,calgary,1988
942,942,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/li,LIE,Liechtenstein,0.0,0.0,1.0,1.0,calgary,1988
943,943,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,0.0,0.0,1.0,1.0,calgary,1988
944,944,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,83.0,61.0,30.0,174.0,los angeles,1984
945,945,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,20.0,16.0,17.0,53.0,los angeles,1984
946,946,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,17.0,19.0,23.0,59.0,los angeles,1984
947,947,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,15.0,8.0,9.0,32.0,los angeles,1984
948,948,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,14.0,6.0,12.0,32.0,los angeles,1984
949,949,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,10.0,18.0,16.0,44.0,los angeles,1984
950,950,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,10.0,8.0,14.0,32.0,los angeles,1984
951,951,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,8.0,1.0,2.0,11.0,los angeles,1984
952,952,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,7.0,4.0,7.0,18.0,los angeles,1984
953,953,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,6.0,6.0,7.0,19.0,los angeles,1984
954,954,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,5.0,11.0,21.0,37.0,los angeles,1984
955,955,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,5.0,7.0,16.0,28.0,los angeles,1984
956,956,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,5.0,2.0,6.0,13.0,los angeles,1984
957,957,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,4.0,8.0,12.0,24.0,los angeles,1984
958,958,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,4.0,2.0,6.0,12.0,los angeles,1984
959,959,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,2.0,11.0,6.0,19.0,los angeles,1984
960,960,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,2.0,3.0,1.0,6.0,los angeles,1984
961,961,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ma,MAR,Morocco,2.0,0.0,0.0,2.0,los angeles,1984
962,962,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,1.0,5.0,2.0,8.0,los angeles,1984
963,963,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,1.0,2.0,2.0,5.0,los angeles,1984
964,964,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,1.0,1.0,2.0,4.0,los angeles,1984
965,965,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,1.0,1.0,1.0,3.0,los angeles,1984
966,966,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,1.0,0.0,2.0,3.0,los angeles,1984
967,967,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ke,KEN,Kenya,1.0,0.0,2.0,3.0,los angeles,1984
968,968,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pk,PAK,Pakistan,1.0,0.0,0.0,1.0,los angeles,1984
969,969,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,0.0,4.0,4.0,8.0,los angeles,1984
970,970,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,0.0,3.0,3.0,6.0,los angeles,1984
971,971,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,0.0,1.0,2.0,3.0,los angeles,1984
972,972,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,0.0,1.0,2.0,3.0,los angeles,1984
973,973,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ng,NGR,Nigeria,0.0,1.0,1.0,2.0,los angeles,1984
974,974,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,0.0,1.0,1.0,2.0,los angeles,1984
975,975,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pr,PUR,Puerto Rico,0.0,1.0,1.0,2.0,los angeles,1984
976,976,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,0.0,1.0,0.0,1.0,los angeles,1984
977,977,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/eg,EGY,Egypt,0.0,1.0,0.0,1.0,los angeles,1984
978,978,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sy,SYR,Syrian Arab Republic,0.0,1.0,0.0,1.0,los angeles,1984
979,979,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pe,PER,Peru,0.0,1.0,0.0,1.0,los angeles,1984
980,980,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/co,COL,Colombia,0.0,1.0,0.0,1.0,los angeles,1984
981,981,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ci,CIV,Côte d'Ivoire,0.0,1.0,0.0,1.0,los angeles,1984
982,982,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,0.0,1.0,0.0,1.0,los angeles,1984
983,983,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,0.0,0.0,3.0,3.0,los angeles,1984
984,984,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ve,VEN,Venezuela,0.0,0.0,3.0,3.0,los angeles,1984
